Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race/Ethnicity
2019,2019,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.5,50-64 years,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2019,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.8,Overall,POINT (-75.54397043 42.82700103),Male,--
2019,2019,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.9,65 years or older,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2019,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.5,50-64 years,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2019,OR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,25.3,Overall,POINT (-120.1550313 44.56744942),--,"White, non-Hispanic"
2019,2019,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,27.6,65 years or older,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2019,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.0,Overall,POINT (-97.52107021 35.47203136),Male,--
2019,2019,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.0,65 years or older,POINT (-82.40426006 40.06021014),--,"White, non-Hispanic"
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.5,50-64 years,POINT (-82.40426006 40.06021014),Male,--
2019,2019,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,42.2,50-64 years,POINT (-82.40426006 40.06021014),Male,--
2019,2019,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.5,Overall,POINT (-75.54397043 42.82700103),Female,--
2019,2019,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.9,Overall,POINT (-120.1550313 44.56744942),Male,--
2019,2019,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.3,50-64 years,POINT (-75.54397043 42.82700103),Female,--
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,Overall,POINT (-82.40426006 40.06021014),Female,--
2019,2019,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.2,Overall,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2019,OR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,17.5,Overall,POINT (-120.1550313 44.56744942),Male,--
2019,2019,OR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.3,Overall,POINT (-120.1550313 44.56744942),Female,--
2019,2019,OR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.3,65 years or older,POINT (-120.1550313 44.56744942),--,"White, non-Hispanic"
2019,2019,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.1,65 years or older,POINT (-75.54397043 42.82700103),Male,--
2019,2019,NY,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,36.8,50-64 years,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2019,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,59.6,50-64 years,POINT (-82.40426006 40.06021014),--,"White, non-Hispanic"
2019,2019,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.7,50-64 years,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2019,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.3,65 years or older,POINT (-97.52107021 35.47203136),Female,--
2019,2019,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,14.7,65 years or older,POINT (-82.40426006 40.06021014),Male,--
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,50-64 years,POINT (-82.40426006 40.06021014),--,"White, non-Hispanic"
2019,2019,OH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,55.5,50-64 years,POINT (-82.40426006 40.06021014),Female,--
2019,2019,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.9,Overall,POINT (-97.52107021 35.47203136),Female,--
2019,2019,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,65 years or older,POINT (-120.1550313 44.56744942),--,"White, non-Hispanic"
2019,2019,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.8,65 years or older,POINT (-97.52107021 35.47203136),Female,--
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.1,65 years or older,POINT (-82.40426006 40.06021014),--,"Black, non-Hispanic"
2019,2019,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.1,Overall,POINT (-82.40426006 40.06021014),Male,--
2019,2019,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.7,Overall,POINT (-75.54397043 42.82700103),--,Hispanic
2019,2019,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.0,Overall,POINT (-97.52107021 35.47203136),Male,--
2019,2019,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,71.1,50-64 years,POINT (-120.1550313 44.56744942),Female,--
2019,2019,OK,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,50-64 years,POINT (-97.52107021 35.47203136),Female,--
2019,2019,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,30.3,Overall,POINT (-82.40426006 40.06021014),Male,--
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.0,Overall,POINT (-82.40426006 40.06021014),--,"White, non-Hispanic"
2019,2019,OR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.9,Overall,POINT (-120.1550313 44.56744942),--,"White, non-Hispanic"
2019,2019,NY,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.8,50-64 years,POINT (-75.54397043 42.82700103),--,Hispanic
2019,2019,OH,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,17.9,65 years or older,POINT (-82.40426006 40.06021014),Male,--
2019,2019,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.5,Overall,POINT (-97.52107021 35.47203136),Male,--
2019,2019,OR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.9,65 years or older,POINT (-120.1550313 44.56744942),Male,--
2019,2019,NY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,36.3,65 years or older,POINT (-75.54397043 42.82700103),Female,--
2019,2019,OK,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,45.5,50-64 years,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2019,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,68.0,50-64 years,POINT (-82.40426006 40.06021014),Female,--
2019,2019,OH,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.6,Overall,POINT (-82.40426006 40.06021014),--,"Black, non-Hispanic"
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,57.7,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.6,50-64 years,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.0,65 years or older,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.3,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.2,50-64 years,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.2,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,42.8,50-64 years,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,33.0,65 years or older,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.0,Overall,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,37.7,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.8,Overall,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.4,50-64 years,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,13.3,65 years or older,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,56.1,Overall,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.1,Overall,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,49.1,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.6,Overall,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.5,Overall,POINT (-120.1550313 44.56744942),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,24.4,Overall,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,29.0,65 years or older,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.6,65 years or older,POINT (-77.86070029 40.79373015),Male,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.6,65 years or older,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.7,Overall,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.2,65 years or older,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.2,Overall,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.9,Overall,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,30.3,Overall,POINT (-71.52247031 41.70828019),Male,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,50-64 years,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.4,50-64 years,POINT (-71.52247031 41.70828019),Male,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,14.3,65 years or older,POINT (-77.86070029 40.79373015),--,"Black, non-Hispanic"
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,35.7,Overall,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,31.9,Overall,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,55.0,65 years or older,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.6,65 years or older,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.8,65 years or older,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.9,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.1,Overall,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,Overall,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.5,Overall,POINT (-77.86070029 40.79373015),Male,--
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.5,Overall,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,22.4,Overall,POINT (-71.52247031 41.70828019),--,Hispanic
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,20.7,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.1,65 years or older,POINT (-77.86070029 40.79373015),Male,--
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,21.0,50-64 years,POINT (-71.52247031 41.70828019),--,Hispanic
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,16.6,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.1,Overall,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.0,50-64 years,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,18.8,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.5,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.0,65 years or older,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,30.2,65 years or older,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,40.9,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.3,Overall,POINT (-77.86070029 40.79373015),Male,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,42.7,50-64 years,POINT (-71.52247031 41.70828019),Male,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,66.4,50-64 years,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.6,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,31.3,50-64 years,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,16.8,50-64 years,POINT (-77.86070029 40.79373015),--,"Black, non-Hispanic"
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.1,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,24.2,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,58.2,50-64 years,POINT (-71.52247031 41.70828019),Male,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,15.8,Overall,POINT (-77.86070029 40.79373015),--,"Black, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.9,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,31.0,Overall,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.5,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.7,50-64 years,POINT (-71.52247031 41.70828019),Male,--
2019,2019,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.0,65 years or older,POINT (-71.52247031 41.70828019),Male,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.7,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.3,Overall,POINT (-71.52247031 41.70828019),Female,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.6,65 years or older,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,RI,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.5,65 years or older,POINT (-71.52247031 41.70828019),--,"White, non-Hispanic"
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,58.2,Overall,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.3,Overall,POINT (-77.86070029 40.79373015),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.0,Overall,POINT (-77.86070029 40.79373015),Male,--
2019,2019,RI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.7,Overall,POINT (-71.52247031 41.70828019),Female,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.2,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2019,PA,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.0,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2019,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,13.2,Overall,POINT (-100.3735306 44.35313005),Male,--
2019,2019,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.9,65 years or older,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.5,Overall,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
2019,2019,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,61.0,50-64 years,POINT (-85.77449091 35.68094058),Female,--
2019,2019,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.0,Overall,POINT (-85.77449091 35.68094058),Male,--
2019,2019,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,32.9,50-64 years,POINT (-100.3735306 44.35313005),Male,--
2019,2019,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,41.3,65 years or older,POINT (-85.77449091 35.68094058),Male,--
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.1,Overall,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,11.3,Overall,POINT (-81.04537121 33.9988213),--,"Black, non-Hispanic"
2019,2019,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,27.6,Overall,POINT (-100.3735306 44.35313005),Male,--
2019,2019,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.8,65 years or older,POINT (-85.77449091 35.68094058),Male,--
2019,2019,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,50.6,50-64 years,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.7,50-64 years,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2019,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,39.6,50-64 years,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.3,50-64 years,POINT (-81.04537121 33.9988213),--,"Black, non-Hispanic"
2019,2019,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.3,50-64 years,POINT (-81.04537121 33.9988213),Male,--
2019,2019,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.5,Overall,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,28.9,65 years or older,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
2019,2019,SD,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,57.2,50-64 years,POINT (-100.3735306 44.35313005),Female,--
2019,2019,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,39.4,65 years or older,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,9.2,65 years or older,POINT (-81.04537121 33.9988213),Female,--
2019,2019,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,56.0,Overall,POINT (-85.77449091 35.68094058),Male,--
2019,2019,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.5,50-64 years,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.3,Overall,POINT (-81.04537121 33.9988213),--,"Black, non-Hispanic"
2019,2019,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,30.6,Overall,POINT (-81.04537121 33.9988213),Female,--
2019,2019,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,38.8,Overall,POINT (-81.04537121 33.9988213),Female,--
2019,2019,TN,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,65.3,50-64 years,POINT (-85.77449091 35.68094058),Male,--
2019,2019,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,14.1,65 years or older,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,50.9,Overall,POINT (-81.04537121 33.9988213),--,"Black, non-Hispanic"
2019,2019,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,32.0,Overall,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2019,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.2,Overall,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.3,65 years or older,POINT (-81.04537121 33.9988213),--,"Black, non-Hispanic"
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.8,Overall,POINT (-81.04537121 33.9988213),Female,--
2019,2019,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.4,50-64 years,POINT (-81.04537121 33.9988213),Male,--
2019,2019,SC,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,12.4,50-64 years,POINT (-81.04537121 33.9988213),Female,--
2019,2019,TN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,47.4,50-64 years,POINT (-85.77449091 35.68094058),Male,--
2019,2019,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,34.7,Overall,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
2019,2019,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,38.0,50-64 years,POINT (-100.3735306 44.35313005),Female,--
2019,2019,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,10.8,65 years or older,POINT (-100.3735306 44.35313005),Male,--
2019,2019,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.3,Overall,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SC,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,30.7,65 years or older,POINT (-81.04537121 33.9988213),Female,--
2019,2019,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.5,Overall,POINT (-81.04537121 33.9988213),Male,--
2019,2019,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.6,50-64 years,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2019,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.6,50-64 years,POINT (-85.77449091 35.68094058),Female,--
2019,2019,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.9,65 years or older,POINT (-81.04537121 33.9988213),Male,--
2019,2019,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.6,50-64 years,POINT (-100.3735306 44.35313005),Female,--
2019,2019,TN,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,13.0,50-64 years,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.0,50-64 years,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
2019,2019,SD,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.9,Overall,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2019,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,29.8,50-64 years,POINT (-81.04537121 33.9988213),--,"White, non-Hispanic"
